일자,거래처,배색번호,품명,색상,호기,투입량,WIDTH,투입량.1,승온속도,평균염색온도,온도표준편차,염색시간(분),냉각속도,Water,투입량.2,온도,width(Inch),RPM,합격량(Y),불량수량,불량률(%)
2024-09-04,(주)구주글로벌,2408-0210-1,KCSP-2153(C/N20PL 1W,ERMINE,RAPID 4호,1208,54,1208,0.65,100,0.3,30,1.29,192,1208,195,55,85,438,30,6.4
2024-09-21,(주)구주글로벌,2409-0097-0,KCSP-3740(C/N30 BROKEN TW 1W),KANGAROO,RAPID 6호,897,50.5,897,1,90,0.2,30,0.9,393,897,195,51,50,708,63,8.2
2024-09-04,(주)구주글로벌,2408-0214-1,KCSP-2153(C/N20PL 1W,WALUNT,RAPID 18호,1200,54,1200,0.63,100,3.6,24,1,437,1200,195,55,85,1057,0,0
2024-09-04,(주)구주글로벌,2408-0451-1,KCSP-2153(C/N20PL 1W,BUNGEECORD,RAPID 3호,1219,54,1219,0.71,100,1.7,21,1.29,406,1219,195,55,85,1052,41,3.8
2024-09-04,(주)구주글로벌,2408-0457-1,KCSP-2153(C/N20PL 1W,BUNGEECORD,RAPID 3호,1192,54,1192,0.8,100,4.3,24,1.11,380,1192,195,55,85,1008,54,5.1
2024-09-04,K.J CORPORATION,2408-0023-1,KCN-32(C/N30평),SURERIOR STEEL,RAPID 3호,1004,60,1004,0.63,100,3.6,24,1.17,379,1004,195,58,50,831,91,9.9
2024-09-04,K.J CORPORATION,2408-0025-0,KCN-32(C/N30평),OVERLAND TREK,RAPID 6호,1000,60,1000,0.8,90,0.4,20,0.89,476,1000,195,58,50,833,90,9.8
2024-09-04,K.J CORPORATION,2408-0026-0,KCN-32(C/N30평),OVERLAND TREK,RAPID 6호,799,60,799,0.93,100,0.3,29,1,455,799,195,58,50,695,0,0
2024-09-05,(주)신흥,2408-0726-0,SMR-229(N/C20FD REC 1/2T),ITTK008-N6547,RAPID 6호,841,58,841,0.97,100,0.3,30,0.8,372,841,180,57,45,757,0,0
2024-09-05,(주)앤디아이,2408-0850-0,NP/P75 PLAIN(CRW,# B/O,RAPID 5호,1369,60,1369,1.42,118,1.3,30,0.97,320.2,1369,180,59.5,65,1171,0,0
2024-09-05,K.J CORPORATION,2408-0869-0,KCN-22410(C/N40 2/2TW),DERRY GREEN,RAPID 18호,834,57,834,0.48,95,5.8,27,0.93,448,834,195,58,60,716,20,2.7
2024-09-06,(주)에스엠글로벌,2408-0800-0,P/P+CPT60 경1W중(K6358,34.베이지,RAPID 4호,1313,54,1313,1.24,120,0.5,39,1.68,198,1313,160,54,45,826,20,2.4
2024-09-06,창희텍스,2408-0840-0,N/C30FD DOBBY,W/GREEN,RAPID 12호,110,59,110,0.62,90,6.642875263,30,1.8,99,110,180,53,40,93,0,0
2024-09-06,K.J CORPORATION,2408-0798-0,KPC-22(P/C20 SAT경연,STONE,RAPID 6호,898,57,898,1.32,130,0.3,40,1.22,285,898,160,60,35,743,0,0
2024-09-06,K.J CORPORATION,2408-0799-0,KPC-22(P/C20 SAT경연,STONE,RAPID 6호,879,57,879,1.29,130,8.1,42,1.23,268,879,160,60,35,729,0,0
2024-09-06,SK 애드원텍스타,2408-0844-0,NP/NPC40 PLAIN,CREAM,RAPID 18호,1219,58,1219,1.2,130,15.6,22,1.4,446,1219,160,57,45,1028,9,0.9
2025-02-13,(주)티엔아이,2412-0388-0,P/TC150/20 PL (TIPC-1502 T30),BLACK 19-4005,RAPID 5호,1070,58,1070,1.3,129,12.4,51,1.45,320.2,1070,140,58,35,702,24,3.3
2024-10-17,대우상사,2410-0468-1,N/NP40/50FD PL(4951,#47,RAPID 3호,1211,57,1211,1.42,120,2.6,11,1.5,313,1211,160,55.5,55,968,13,1.3
2024-10-11,(주)예스텍스타일컨설팅랩,2410-0273-0,N70FD인터 PL 2W대,OLIVE,RAPID 12호,245,54,245,0.93,100,0.4,30,1.25,93,245,180,55,40,105,138,56.8
2024-09-09,(주)에스엠글로벌,2408-0805-0,K-6873(N/NC20/70 MONO OXF 1W,BEIGE-1,RAPID 6호,1216,46.5,1216,0.95,90,0.1,29,1,216,1216,190,49,80,1864,0,0
2024-09-09,(주)에스엠글로벌,2408-0806-0,K-6873(N/NC20/70 MONO OXF 1W,BEIGE-1,RAPID 6호,1235,46.5,1235,1.11,90,0.8,30,1.09,234,1235,190,49,80,1117,16,1.4
2024-09-09,(주)에스지인터,2408-0375-0,P/C40/2 PLAIN,#002,RAPID 4호,970,59,970,1,90,0.5,21,1.504465867,219,970,160,61,40,756,0,0
2024-09-09,(주)예성텍스타일,2408-0746-0,NP/NPC40 PLAIN(YNPC408),STONE(=RISO),RAPID 12호,224,56,224,1,100,0.2,29,1,148,224,160,57,45,180,0,0
2024-09-09,K.J CORPORATION,2408-0665-0,KCN-32(C/N30평),THRUSH,RAPID 12호,240,60,240,1.03,100,0.4,30,1.12,139,240,195,59,45,161,46,22.2
2024-09-09,SK 애드원텍스타,2408-0814-0,NP/NPC40 PLAIN,CREAM,RAPID 18호,1254,58,1254,1.4,130,15.7,46,1.47,578,1254,160,57,45,1091,0,0
2024-09-09,SK 애드원텍스타,2408-0846-0,NP/NPC40 PLAIN,CREAM,RAPID 18호,1244,58,1244,1.4,56,7.6,27,1.446666667,354,1244,160,57,45,1059,0,0
2025-03-18,(주)에스지인터,2501-0636-0,NP/C20 PLAIN,#2735,RAPID 5호,820,59,820,1.06,109,6.1,25,1.48,320.2,820,160,60,35,615,13,2.1
2024-09-10,(주)구주글로벌,2408-0554-1,KCSP-2153(C/N20PL 1W,DARK SHADOW,RAPID 3호,1165,54,1165,0.61,100,1.7,21,1.23,365,1165,195,53.7,85,998,51,4.9
2024-09-10,(주)구주글로벌,2408-0555-1,KCSP-2153(C/N20PL 1W,DARK SHADOW,RAPID 3호,1161,54,1161,0.63,100,6.3,26,1.4,474,1161,195,53.7,85,1972,127,6.1
2024-09-10,(주)신흥,2409-0056-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,1000,54,1000,1.15,130,0.5,39,1.4,260,1000,195,54,30,666,0,0
2024-09-10,(주)예성텍스타일,2408-0747-0,NP/NPC40 PLAIN(YNPC408),ORZO,RAPID 12호,310,56,310,1,129,0.5,39,1.76,125,310,160,57,45,254,0,0
2024-09-10,케이디에프(KDF),2408-0606-0,C/N40 PLAIN(401,# 1,RAPID 5호,1058,57,1058,1,99,0.4,30,1.2,320.2,1058,195,57.5,60,149,0,0
2024-09-10,케이엠씨(KMC)텍스,2408-0812-0,N/C20 PLAIN,CLAY,RAPID 6호,803,57,803,0.9,100,0.7,30,0.89,372,803,180,57,45,662,66,9.1
2024-09-10,K.J CORPORATION,2408-0774-0,KCN-32(C/N30평),CAPERS,RAPID 12호,240,60,240,0.65,100,0.2,30,1.59,131,240,195,59,45,206,0,0
2024-09-10,SK 애드원텍스타,2408-0817-0,NP/NPC40 PLAIN,CREAM,RAPID 18호,1261,58,1261,1.03,130,16.1,27,1.47,444,1261,160,57,45,1072,10,0.9
2024-09-11,(주)구주글로벌,2408-0454-0,KCSP-2153(C/N20PL 1W,DARK SHADOW,RAPID 3호,1208,54,1208,0.56,100,4.7,23,1.29,378,1208,195,55,85,1062,18,1.7
2024-09-11,(주)신흥,2409-0057-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,987,54,987,0.62,90,0.1,30,1.29,211,987,195,54,30,645,14,2.1
2024-09-11,(주)신흥,2409-0058-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,1000,54,1000,0.64,90,0.1,30,1.35,211,1000,195,54,30,639,11,1.7
2024-09-11,(주)신흥,2409-0060-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,983,54,983,0.64,90,0.1,30,1.35,229,983,195,54,30,653,0,0
2024-09-11,(주)앤디아이,2409-0194-0,NP/P75 PLAIN(CRW,# B/O,RAPID 5호,1490,60,1490,1.14,118,1.7,30,1.19,320.2,1490,180,59.125,60,1263,0,0
2024-09-11,(주)앤디아이,2409-0196-0,NP/P75 PLAIN(CRW,# B/O,RAPID 5호,1500,60,1500,0.97,99,0.4,30,0.9,320.2,1500,180,59.125,60,2448,0,0
2024-09-11,(주)에스엠글로벌,2409-0133-0,N/NC80 PL 1W 대,56.네이비,RAPID 6호,795,58,795,0.68,90,0.4,30,1.27,237,795,170,57,80,702,0,0
2024-09-11,(주)에스엠글로벌,2409-0134-0,N/NC80 PL 1W 대,56.네이비,RAPID 6호,856,58,856,0.65,90,0.4,30,0.74,216,856,170,57,80,751,0,0
2024-09-12,(주)구주글로벌,2408-0331-0,KCSP-3740(C/N30 BROKEN TW 1W),TOTAL ECLIPSE,RAPID 18호,1205,50.5,1205,0.61,100,0.8,30,1.29,451,1205,195,51,50,1012,50,4.7
2024-09-12,(주)구주글로벌,2408-0793-1,KCSP-2153(C/N20PL 1W,DARK SHADOW,RAPID 3호,1116,54,1116,0.71,100,4.1,24,1.14,406,1116,195,53.7,85,988,13,1.3
2024-09-12,(주)구주글로벌,2408-0795-1,KCSP-2153(C/N20PL 1W,DARK SHADOW,RAPID 3호,1102,54,1102,0.66,100,4.7,25,1.27,386,1102,195,53.7,85,997,0,0
2024-09-12,(주)앤디아이,2409-0317-0,NP/NP75 2/3T(MST,# B/O,RAPID 5호,1138,60,1138,0.26,118,1.6,30,1.12,320.2,1138,180,59.125,60,975,0,0
2024-09-12,(주)앤디아이,2409-0319-0,NP/NP75 2/3T(MST,# B/O,RAPID 5호,1300,60,1300,1.27,118,1.7,30,1.1,320.2,1300,180,59.125,60,1122,0,0
2024-09-12,(주)앤디아이,2409-0320-0,NP/NP75 2/3T(MST,# B/O,RAPID 5호,1300,60,1300,1.31,118,1.7,30,1.25,320.2,1300,180,59.125,60,1124,0,0
2024-09-12,(주)에스엠글로벌,2409-0001-0,K-6873(N/NC20/70 MONO OXF 1W,BEIGE-1,RAPID 6호,1200,46.5,1200,1.07,100,0.2,30,1.11,224,1200,190,48,80,1081,0,0
2024-09-12,(주)에스엠글로벌,2409-0002-0,K-6873(N/NC20/70 MONO OXF 1W,BEIGE-1,RAPID 6호,1220,46.5,1220,1,100,0.3,30,0.8,216,1220,190,48,80,1087,0,0
2024-09-13,(주)삼근인터내셔널,2409-0008-0,N/C50FD PL 1WAY,BEX,RAPID 18호,1056,52,1056,3.27,88,21.3,57,1,422,1056,195,53,80,955,36,3.6
2024-09-13,(주)삼근인터내셔널,2409-0009-0,N/C50FD PL 1WAY,BEX,RAPID 18호,1043,52,1043,0.97,100,5.9,27,1,426,1043,195,53,80,949,0,0
2024-09-13,(주)앤디아이,2409-0312-0,NP/NP75 2/3T(MST,# B/O,RAPID 5호,1200,60,1200,0.29,118,1.6,30,1.44,320.2,1200,180,59.125,60,1027,0,0
2024-09-13,(주)에스엠글로벌,2409-0004-0,K-6873(N/NC20/70 MONO OXF 1W,BEIGE-1,RAPID 6호,1197,46.5,1197,0.97,100,7.7,41,1,237,1197,190,47,80,1024,0,0
2024-09-13,(주)에스엠글로벌,2409-0005-0,K-6873(N/NC20/70 MONO OXF 1W,BEIGE-1,RAPID 6호,1197,46.5,1197,0.93,100,0.6,30,1.11,237,1197,190,47,80,761,18,2.3
2024-09-13,(주)예스텍스타일컨설팅랩,2409-0249-0,P5030 CD TWLL 1W (YS6248R-22),MPS715,RAPID 4호,1220,58,1220,1.33,120,0.6,39,1.55,246,1220,200,58,40,1005,7,0.7
2025-02-25,(주)구주글로벌,2502-0060-0,KSC-7521(NP/C20 1/2T,SHOPPING BAG,RAPID 12호,343,60,343,1,120,16.3,40,2.18,149,343,160,60.5,35,243,12,4.7
2024-09-19,(주)구주글로벌,2408-0825-1,KCSP-2153(C/N20PL 1W,CHOCOLATE TORTE/WREN,RAPID 3호,1192,54,1192,1.15,120,0.3,40,1.16,309,1192,195,54,85,1080,11,1
2024-09-20,(주)구주글로벌,2408-0651-1,KCSP-2153(C/N20PL 1W,BRINDLE/LT.BRINDLE,RAPID 18호,1100,54,1100,0.95,90,6.3,27,1,419,1100,195,55.27777778,85,991,0,0
2024-09-20,(주)구주글로벌,2408-0822-1,KCSP-2153(C/N20PL 1W,BUNGEE CORD/WALNUT,RAPID 4호,1203,54,1203,0.68,100,0.1,30,1.29,211,1203,195,55.56266833,85,1092,0,0
2024-09-20,(주)구주글로벌,2408-0826-1,KCSP-2153(C/N20PL 1W,CHOCOLATE TORTE/WREN,RAPID 3호,1207,54,1207,0.66,100,2.9,24,1.17,462,1207,195,54,85,1123,0,0
2024-09-20,(주)신흥,2408-0378-1,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,504,53,504,0.64,90,0.1,30,1.42,193,504,180,52,30,327,0,0
2024-09-20,(주)에스엠글로벌,2407-0781-0,N/NC80 PL 1W 대,52.라이트블루,RAPID 6호,1312,58,1312,0.63,90,6.642875263,30,1.13,258,1312,170,59,80,1040,34,3.2
2024-09-20,(주)에스엠글로벌,2409-0204-0,N/NC80 PL 1W 대,KHAKI,RAPID 6호,1141,58,1141,1.05,90,0.3,30,1,248,1141,170,60,80,900,0,0
2024-09-20,(주)에스엠글로벌,2409-0221-0,NP/N100 지도리2W(10514-1,NAVY,RAPID 4호,1045,44,1045,0.69,100,1.5,30,1.29,202,1045,195,46,40,834,0,0
2024-09-20,(주)에스엠글로벌,2409-0224-0,N/CN20/30FD MONO SLR TW(K-7285),IVORY,RAPID 5호,1197,58,1197,0.77,89,0.6,20,0.94,320.2,1197,180,57.5,45,1047,41,3.8
2024-11-26,삼에프인터내셔널,2411-0454-0,N/C60FD PL (TNC-22460),TAN,RAPID 6호,914,56,914,1.05,90,0.4,29,1.11,253,914,170,57,45,808,55,6.4
2024-09-21,(주)구주글로벌,2408-0658-1,KCSP-2153(C/N20PL 1W,WINTER TWIG/TREE HOU,RAPID 3호,1053,54,1053,0.9,100,4.3,25,0.86,417,1053,195,55,85,954,0,0
2024-09-21,(주)구주글로벌,2409-0097-0,KCSP-3740(C/N30 BROKEN TW 1W),KANGAROO,RAPID 6호,897,50.5,897,1,90,0.2,30,0.9,393,897,195,51,50,708,63,8.2
2024-11-04,SK 애드원텍스타,2410-0882-0,N/C30FD DOBBY,BLU-GRX,RAPID 18호,895,57,895,0.97,100,5.1,26,1.09,383,895,180,56,45,786,12,1.5
2024-09-21,U.one텍스타일,2409-0067-0,P200 TWILL 2W(EL-FRESH 200TW),BLACK,RAPID 4호,980,54.5,980,1.88,110,0.4,30,1.89,220,980,200,55,30,528,37,6.5
2025-03-18,(주)앤디아이,2503-0329-0,NP/NP75 2/3T(MST,# B/O,RAPID 3호,1560,60,1560,1.4,120,5.4,26,1.84,307,1560,180,57,65,2692,8,0.3
2024-09-23,(주)구주글로벌,2408-0762-1,KCSP-2153(C/N20PL 1W,WINTER TWIG/TREE HOU,RAPID 3호,1196,54,1196,0.87,100,5.5,25,1,368,1196,195,55,85,1077,0,0
2024-09-23,(주)구주글로벌,2408-0763-1,KCSP-2153(C/N20PL 1W,WINTER TWIG/TREE HOU,RAPID 3호,1200,54,1200,0.9575,58,4.2,24,0.82,433,1200,195,55,85,1054,34,3.1
2024-12-26,(주)신흥,2412-0323-0,SF-25(N/C20FD 1/2T,37899-1898,RAPID 18호,612,58,612,0.9,90,10.7,28,0.89,354,612,180,57.5,45,534,16,2.9
2024-09-23,(주)구주글로벌,2408-0765-1,KCSP-2153(C/N20PL 1W,CHOCOLATE TORTE/WREN,RAPID 18호,1206,54,1206,0.6,100,6.4,23,1.29,462,1206,195,55.56266833,85,1083,0,0
2024-09-23,(주)구주글로벌,2408-0767-1,KCSP-2153(C/N20PL 1W,CHOCOLATE TORTE/WREN,RAPID 18호,1200,54,1200,1,100,5.7,20,1.17,399,1200,195,55.56266833,85,1036,56,5.1
2025-05-27,삼에프인터내셔널,2505-0326-0,NP/C20 PLAIN,D/NAVY,RAPID 18호,869,58,869,0.76,130,15.7,38,2,547,869,160,61,35,655,29,4.2
2024-09-23,(주)신흥,2409-0412-0,SW-3041(N/NC100/20 DOB2W,0483 GREY,RAPID 4호,998,52.5,998,1.8,134,1,40,1.16,449,998,195,52,30,635,15,2.3
2024-09-23,(주)신흥,2409-0413-0,SW-3041(N/NC100/20 DOB2W,0483 GREY,RAPID 4호,1004,52.5,1004,0.6,90,6.35,30,1.08,211,1004,195,52,30,651,0,0
2024-09-23,(주)신흥,2409-0414-0,SW-3041(N/NC100/20 DOB2W,0483 GREY,RAPID 4호,1107,52.5,1107,0.64,90,0.1,30,1.5,185,1107,195,52,30,734,0,0
2024-09-23,(주)예성텍스타일,2408-0528-0,C/NP20/150 1/2TW (YCPN202-1),CUOIO,RAPID 12호,322,56,322,1.6,110,0.8,29,1.69,100,322,170,54,35,275,0,0
2024-09-23,케이디에프(KDF),2409-0367-0,N/C10FD MATT,O/WHITE,RAPID 5호,574,59,574,0.93,99,0.4,30,1.11,320.2,574,180,59.5,40,506,19,3.6
2024-09-23,SK 애드원텍스타,2409-0360-0,NP/NPC40 PLAIN,COVOTE-2,RAPID 3호,1215,58,1215,0.93,100,0.5,29,1,395,1215,160,57,40,1016,0,0
2024-09-24,(주)구주글로벌,2408-0331-0,KCSP-3740(C/N30 BROKEN TW 1W),TOTAL ECLIPSE,RAPID 4호,1205,50.5,1205,1.078939618,90,6.642875263,24,1.5,246,1205,195,51,50,1012,50,4.7
2024-09-24,(주)구주글로벌,2408-0612-1,KCSP-2153(C/N20PL 1W,CHOCOLATE TORTE/WREN,RAPID 18호,1074,54,1074,0.71,100,7.1,26,1.5,438,1074,195,55.56266833,85,928,32,3.3
2024-11-11,(주)신흥,2411-0045-0,SW-30411(N/NC100/30 DOB2W,0099 BLACK,RAPID 4호,1000,54,1000,0.59,90,0.15,30,1.5,220,1000,195,53,40,603,10,1.6
2024-09-24,(주)예스텍스타일컨설팅랩,2409-0590-0,N70FD인터 PL 2W대,PFD FOR PRINT,RAPID 5호,899,54,899,1.078939618,89,0.4,30,1,320.2,899,195,55,40,673,13,1.9
2024-09-24,케이디에프(KDF),2409-0368-0,N/C10FD MATT,O/WHITE,RAPID 5호,532,59,532,0.93,65,11,32,1.07,320.2,532,180,59.5,40,294,0,0
2024-09-24,티에이케이텍스타일(주),2409-0268-0,P/P130 2/2T 2W(HYVAA1604GD,D/NAVY,RAPID 4호,954,55,954,1.12,103,31.1,33,2,238,954,200,54,30,681,9,1.3
2024-09-24,SK 애드원텍스타,2409-0361-0,NP/NPC40 PLAIN,COVOTE-2,RAPID 3호,1223,58,1223,1,130,19.6,25,1.84,314,1223,160,57,40,1013,0,0
2024-09-24,SK 애드원텍스타,2409-0363-0,NP/NPC40 PLAIN,COVOTE-2,RAPID 3호,1213,58,1213,2,130,15.9,25,1.61,382,1213,160,57,40,1005,0,0
2024-09-25,(주)구주글로벌,2408-0657-1,KCSP-2153(C/N20PL 1W,BUNGEE CORD/WALNUT,RAPID 6호,1091,54,1091,0.71,100,0.2,30,1.29,340,1091,195,54.5,85,959,9,0.9
2024-09-25,(주)구주글로벌,2408-0664-1,KCSP-2153(C/N20PL 1W,DARK SHADOW/GUNMETAL,RAPID 18호,1020,54,1020,1,100,5.9,26,1,429,1020,195,55.56266833,85,925,0,0
2024-09-25,(주)구주글로벌,2408-0824-1,KCSP-2153(C/N20PL 1W,DARK SHADOW/GUNMETAL,RAPID 18호,1197,54,1197,0.68,100,4.6,27,1.14,460,1197,195,55.56266833,85,1075,18,1.6
2024-09-25,(주)구주글로벌,2409-0615-0,KCSP-4740(C/N40 BROKEN TW 1W),DARK SHADOW,RAPID 6호,869,50.5,869,0.68,100,0.1,30,1.43,277,869,180,53.88888889,35,831,19,2.2
2024-09-25,(주)신흥,2409-0416-0,SW-3041(N/NC100/20 DOB2W,0883 NAVY,RAPID 4호,951,52.5,951,1.15,129,0.5,39,1.65,247,951,195,52,30,626,5,0.8
2024-09-25,(주)신흥,2409-0417-0,SW-3041(N/NC100/20 DOB2W,0883 NAVY,RAPID 4호,958,52.5,958,1.06,130,1,39,1.56,255,958,195,52,30,632,8,1.3
2025-05-22,SK 애드원텍스타,2504-0859-0,C/N40/140 MATT(N4010,ASH,RAPID 6호,774,58,774,0.06,90,7,25,0.9,330,774,195,58,60,477,33,6.5
2024-09-25,티에이케이텍스타일(주),2409-0265-0,P/P130 2/2T 2W(HYVAA1604GD,D/NAVY,RAPID 4호,1148,55,1148,1.09,130,2.5,17,2.15,210,1148,200,54,30,714,0,0
2024-09-25,SK 애드원텍스타,2409-0352-0,NP/NPC40 PLAIN,COVOTE-2,RAPID 3호,1229,58,1229,1.412857143,80,14.8,25,1.24,345,1229,160,57,40,1025,12,1.2
2024-09-25,SK 애드원텍스타,2409-0354-0,NP/NPC40 PLAIN,COVOTE-2,RAPID 3호,1207,58,1207,2.88,130,16.5,40,1.77,369,1207,160,57,40,940,26,2.7
2024-09-25,SK 애드원텍스타,2409-0708-0,NP/NPC40 PLAIN,COVOTE-2,RAPID 3호,1215,58,1215,1,130,0.3,40,1.65,391,1215,160,57,40,983,10,1
2024-09-26,(주)구주글로벌,2409-0612-0,KCSP-4740(C/N40 BROKEN TW 1W),DARK SHADOW,RAPID 6호,865,50.5,865,0.65,90,0.1,30,1.23,216,865,180,50,40,767,0,0
2024-09-26,(주)구주글로벌,2409-0613-0,KCSP-4740(C/N40 BROKEN TW 1W),DARK SHADOW,RAPID 6호,822,50.5,822,0.63,90,0.1,30,1.35,195,822,180,50,60,758,29,3.7
2024-09-26,(주)구주글로벌,2409-0614-0,KCSP-4740(C/N40 BROKEN TW 1W),DARK SHADOW,RAPID 6호,874,50.5,874,0.65,90,0.1,30,1.29,226,874,180,53.88888889,35,864,0,0
2024-09-26,(주)신흥,2409-0558-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,1008,53,1008,0.68,100,0.1,30,1.47,219,1008,195,53,30,667,0,0
2024-09-26,(주)예성텍스타일,2409-0231-0,C/N40 SLR TW(YCN412),KOMBU GREEN,RAPID 18호,1041,57,1041,1.28,100,5,26,1.13,468,1041,195,58.5,60,946,0,0
2024-09-26,케이디에프(KDF),2409-0652-0,C/N40 PLAIN(401,# 1,RAPID 5호,820,57,820,0.95,89,0.5,30,0.73,320.2,820,180,57.5,45,755,0,0
2024-09-26,K.J CORPORATION,2409-0379-0,KCN-32(C/N30평),SURERIOR STEEL,RAPID 18호,606,60,606,0.75,100,3.3,23,1.14,460,606,195,58,50,471,43,8.4
2024-09-27,(주)무경섬유,2409-0706-0,시가공,BK,RAPID 12호,230,47,230,0.94,90,0.2,21,5,99,230,190,55.56266833,60,196,0,0
2024-09-27,(주)신흥,2409-0554-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,1015,53,1015,1.15,120,0.3,39,1.42,225,1015,195,53,30,688,0,0
2024-09-27,(주)신흥,2409-0555-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,1022,53,1022,0.65,100,0.4,30,1.56,211,1022,195,53,30,686,7,1
2024-09-27,(주)앤디아이,2409-0623-0,NP/NP75 3/3T(BY26,# B/O,RAPID 5호,1222,60,1222,1.47,118,1.5,30,1.14,320.2,1222,180,57,65,1041,0,0
2024-09-27,(주)영우,2409-0538-0,C/NN40PL 1W(나리민트,#9977,RAPID 18호,887,45,887,0.68,100,9,20,1.31,400,887,195,47,80,786,11,1.4
2024-09-27,(주)영우,2409-0538-0,C/NN40PL 1W(나리민트,#9977,RAPID 18호,887,45,887,0.68,100,9,20,1.31,400,887,195,47,80,786,11,1.4
2025-07-29,K.J CORPORATION,2507-0459-0,KJMP-2460(P150DOBY고신축대,HV ORANGE,RAPID 18호,1301,56,1301,0.98,130,15.5,43,1.42,458,1301,160,52,18,1083,8,0.7
2025-02-11,(주)구주글로벌,2501-0552-1,KCSP-2153(C/N20PL 1W,BUNGEE CORD/WALNUT,RAPID 3호,1166,54,1166,0.93,100,12.5,34,1.4,364,1166,195,55,85,499,41,7.6
2024-09-30,(주)구주글로벌,2408-0828-1,KCSP-2153(C/N20PL 1W,BRINDLE/LT.BRINDLE,RAPID 3호,1198,54,1198,0.9,100,5.6,26,0.9,417,1198,195,55.72222222,85,1089,0,0
2024-09-30,(주)신흥,2409-0556-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,1023,53,1023,0.66,100,0.1,30,1.13,247,1023,195,53,30,676,0,0
2024-09-30,(주)신흥,2409-0561-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,1002,53,1002,0.69,100,0.2,30,1.29,248,1002,195,53,30,670,0,0
2024-09-30,(주)앤디아이,2409-0719-0,NP/P75 PLAIN(CRW,# B/O,RAPID 5호,1161,60,1161,1.26,118,1.6,31,1.08,320.2,1161,180,60,65,1021,0,0
2024-09-30,(주)에스엠글로벌,2409-0431-0,N/NCCC80 PL 1W(K-7238-2),GREEN,RAPID 6호,521,54,521,0.66,100,6.642875263,30,1.29,264,521,180,58,80,297,0,0
2024-09-30,(주)영우,2409-0799-0,시가공,10054(BLACK),RAPID 12호,397,58,397,1,75,9.1,24,0.13,167,397,170,55.56266833,40,393,0,0
2024-09-30,(주)텍스컴,2409-0571-0,N/NC80 PLAIN 2WY(TC-35037-15/9),BK-EJ3,RAPID 18호,1380,54,1380,1,90,12.8,38,1,482,1380,195,57,35,962,0,0
2024-10-04,(주)구주글로벌,2408-0832-0,KCSP-2153(C/N20PL 1W,DARK SHADOW/IRON GAT,RAPID 6호,1143,54,1143,0.97,100,0.1,30,0.9,372,1143,195,55,85,981,68,6.5
2024-10-04,(주)구주글로벌,2409-0676-1,KCSP-2153(C/N20PL 1W,DARK SHADOW/IRON GAT,RAPID 6호,1211,54,1211,0.82,90,0.3,20,1.21,288,1211,195,55,85,695,0,0
2024-10-04,(주)구주글로벌,2409-0747-0,KCSP-3740(C/N30 BROKEN TW 1W),STORMY WEATHER,RAPID 12호,374,50.5,374,1,100,0.4,28,1.15,125,374,195,51,50,330,0,0
2024-10-04,(주)신흥,2409-0802-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 18호,1012,52.5,1012,0.83,90,8.1,30,1.95,425,1012,195,52,30,652,17,2.5
2024-10-04,(주)신흥,2409-0806-0,SW-3041(N/NC100/20 DOB2W,0783 BLACK,RAPID 18호,1022,52.5,1022,0.866666667,120,5.7,26,1.58,376,1022,195,52,30,679,0,0
2024-10-04,(주)신흥,2409-0807-0,SW-3041(N/NC100/20 DOB2W,0883 NAVY,RAPID 4호,866,52.5,866,0.64,90,0.2,30,1.5,237,866,195,52,30,575,0,0
2024-10-04,(주)신흥,2410-0004-0,SW-30411T(N/NNC30DOBBY 2W,NAVY,RAPID 4호,1024,53,1024,0.64,90,0.1,29,1.5,220,1024,195,54,30,633,0,0
2024-10-04,(주)예성텍스타일,2409-0016-1,N/C20FD 2/2TW (YNC258-1),SAFARI,RAPID 6호,570,56,570,1.06,90,0.4,29,1,268,570,180,57.5,45,524,0,0
2024-10-04,대우상사,2409-0549-0,C/P60/2 고신축1W(10286,#검정,RAPID 18호,1081,54,1081,0.49,59,5.8,58,0.65,454,1081,180,51,60,1001,0,0
2024-10-04,SK 애드원텍스타,2409-0494-0,NP/NPC40 PLAIN,L/BLUE-2,RAPID 3호,1047,58,1047,2.09,130,35.6,41,1.53,421,1047,160,57,45,881,0,0
2024-10-05,(주)구주글로벌,2409-0613-0,KCSP-4740(C/N40 BROKEN TW 1W),DARK SHADOW,RAPID 3호,822,50.5,822,1.54,90,10.3,31,1.55,417,822,180,50,60,758,29,3.7
2024-10-05,(주)구주글로벌,2409-0675-1,KCSP-2153(C/N20PL 1W,DARK SHADOW/IRON GAT,RAPID 6호,1200,54,1200,0.93,100,0.2,30,1,497,1200,195,55,85,1508,0,0
